类别,日期,前结算,今开盘,最高价,最低价,收盘价,结算参考价,涨跌1,涨跌2,成交手,持仓手,变化
1806,20171016,54120,54000,56460,53730,56200,55570,2080,1450,23506,37812,12712
1807,20171016,54350,54220,56710,53900,56500,56080,2150,1730,18508,22094,13368
1808,20171016,54380,54360,56800,54050,56550,55990,2170,1610,888,1458,370
1809,20171016,54470,54330,56980,54190,56590,55660,2120,1190,1206,1990,626
小计,20171016,,,,,,,,,961428,763652,60056
1711,20171017,54060,55080,55830,54460,55160,55370,1100,1310,105426,119454,-12622
1712,20171017,54080,55280,55910,54980,55120,55410,1040,1330,374224,206908,-5396
1801,20171017,54250,55320,56100,55080,55210,55570,960,1320,133774,112070,4338
1802,20171017,54590,55580,56320,55250,55390,55780,800,1190,59546,76268,-2588
1803,20171017,54830,55620,56530,55450,55550,56020,720,1190,44310,65018,-3444
1804,20171017,55090,55970,56750,55680,55770,56180,680,1090,8964,45538,-1356
1805,20171017,55240,56050,56970,55850,55970,56390,730,1150,5594,43086,-458
1806,20171017,55570,56380,57150,56090,56180,56600,610,1030,5972,37920,108
1807,20171017,56080,56610,57330,56240,56450,56780,370,700,2436,22214,120
1808,20171017,55990,56790,57330,56430,56540,56850,550,860,516,1460,2
1809,20171017,55660,56880,57570,56550,56660,57050,1000,1390,400,2000,10
1810,20171017,55660,56910,57710,56610,56670,57240,1010,1580,550,222,222
小计,20171017,,,,,,,,,741712,732158,-21064
1711,20171018,55370,55200,55340,54560,55000,54970,-370,-400,68986,112978,-6476
1712,20171018,55410,55220,55340,54450,54890,54910,-520,-500,298918,209684,2776
1801,20171018,55570,55260,55440,54530,55000,55000,-570,-570,82778,113542,1472
1802,20171018,55780,55420,55590,54660,55120,55110,-660,-670,23940,77104,836
1803,20171018,56020,55640,55800,54840,55300,55310,-720,-710,12412,63584,-1434
1804,20171018,56180,55840,55960,55080,55480,55530,-700,-650,3092,45478,-60
1805,20171018,56390,56050,56160,55240,55650,55760,-740,-630,1966,43128,42
1806,20171018,56600,56300,56360,55460,55840,55940,-760,-660,2056,37946,26
1807,20171018,56780,56450,56450,55700,56000,56180,-780,-600,468,22168,-46
1808,20171018,56850,56580,59980,53690,56130,56540,-720,-310,478,1592,132
1809,20171018,57050,56710,56780,56000,56270,56390,-780,-660,258,1970,-30
1810,20171018,57240,56850,57000,56130,56370,56510,-870,-730,304,218,-4
小计,20171018,,,,,,,,,495656,729392,-2766
1711,20171019,54970,54950,55280,54530,54700,54790,-270,-180,63342,107452,-5526
1712,20171019,54910,54850,55240,54470,54620,54780,-290,-130,267536,205172,-4512
1801,20171019,55000,54990,55330,54580,54720,54860,-280,-140,81532,117110,3568
1802,20171019,55110,54990,55420,54700,54860,54970,-250,-140,21708,77962,858
1803,20171019,55310,55270,55590,54890,54990,55150,-320,-160,9680,62686,-898
1804,20171019,55530,55430,55700,55080,55190,55310,-340,-220,2696,45292,-186
1805,20171019,55760,55590,55960,55270,55400,55480,-360,-280,2704,43148,20
1806,20171019,55940,55750,56100,55460,55590,55700,-350,-240,1446,38074,128
1807,20171019,56180,55950,56300,55670,55800,55900,-380,-280,350,22250,82
1808,20171019,56540,55990,56380,55780,56110,56080,-430,-460,168,1640,48
1809,20171019,56390,56180,56390,55970,56170,56200,-220,-190,200,1958,-12
1810,20171019,56510,56400,56690,56010,56340,56380,-170,-130,194,262,44
小计,20171019,,,,,,,,,451556,723006,-6386
1711,20171020,54790,54500,55470,54230,55180,54850,390,60,62400,100820,-6632
1712,20171020,54780,54400,55410,54140,55100,54700,320,-80,283334,209192,4020
1801,20171020,54860,54500,55480,54210,55190,54860,330,0,100678,118532,1422
1802,20171020,54970,54600,55580,54380,55320,55040,350,70,22294,80494,2532
1803,20171020,55150,54930,55760,54560,55480,55240,330,90,10330,64072,1386
1804,20171020,55310,54920,55960,54760,55690,55520,380,210,3572,45954,662
1805,20171020,55480,55110,56170,54910,55850,55820,370,340,3778,43666,518
1806,20171020,55700,55240,56360,55070,56100,55900,400,200,2338,38432,358
1807,20171020,55900,55490,56570,55340,56290,56330,390,430,6740,26682,4432
1808,20171020,56080,55580,56670,55570,56590,55930,510,-150,272,1644,4
1809,20171020,56200,55870,56870,55700,56730,56380,530,180,180,1934,-24
1810,20171020,56380,56020,56930,55830,56820,56350,440,-30,310,338,76
小计,20171020,,,,,,,,,496226,731760,8754
1711,20171023,54850,55180,55220,54180,54500,54720,-350,-130,66770,94268,-6552
1712,20171023,54700,55030,55140,54070,54390,54580,-310,-120,297772,196648,-12544
1801,20171023,54860,55050,55230,54120,54480,54650,-380,-210,100390,120646,2114
1802,20171023,55040,55250,55350,54300,54600,54800,-440,-240,34066,84414,3920
1803,20171023,55240,55390,55520,54470,54760,54980,-480,-260,14544,63934,-138
1804,20171023,55520,55500,55730,54700,54960,55120,-560,-400,2610,45990,36
1805,20171023,55820,55800,55920,54910,55160,55370,-660,-450,2966,43528,-138
1806,20171023,55900,55890,56070,55100,55350,55600,-550,-300,1618,38518,86
1807,20171023,56330,56320,56320,55240,55550,55770,-780,-560,1070,26698,16
1808,20171023,55930,56300,56350,55590,55900,55970,-30,40,122,1688,44
1809,20171023,56380,56550,56620,55630,56000,56170,-380,-210,216,1918,-16
1810,20171023,56350,57270,57270,55770,56150,56310,-200,-40,218,370,32
小计,20171023,,,,,,,,,522362,718620,-13140
1711,20171024,54720,54610,55900,54610,55600,55520,880,800,66378,89376,-4892
1712,20171024,54580,54650,55840,54570,55480,55300,900,720,303102,209484,12836
1801,20171024,54650,54700,55880,54630,55520,55360,870,710,108282,133424,12778
1802,20171024,54800,54720,55950,54720,55600,55510,800,710,39080,88530,4116
1803,20171024,54980,54900,56090,54900,55710,55730,730,750,23850,71126,7192
1804,20171024,55120,55240,56260,55150,55900,55930,780,810,5732,47226,1236
1805,20171024,55370,55390,56440,55290,56070,56010,700,640,4158,43308,-220
1806,20171024,55600,55580,56640,55510,56290,56280,690,680,2722,38748,230
1807,20171024,55770,55770,56850,55740,56480,56410,710,640,1594,26806,108
1808,20171024,55970,56030,56930,56030,56720,56660,750,690,182,1680,-8
1809,20171024,56170,56170,57120,56110,56810,56710,640,540,228,1976,58
1810,20171024,56310,56480,57240,56380,56900,56990,590,680,294,502,132
小计,20171024,,,,,,,,,555602,752186,33566
1711,20171025,55520,55630,55680,54440,54750,55040,-770,-480,61670,83184,-6192
1712,20171025,55300,55580,55590,54240,54590,54890,-710,-410,311784,193512,-15972
1801,20171025,55360,55570,55650,54200,54570,54880,-790,-480,125144,128514,-4910
1802,20171025,55510,55680,55730,54260,54640,55000,-870,-510,67158,90212,1682
1803,20171025,55730,55730,55830,54400,54760,55130,-970,-600,34936,75040,3914
1804,20171025,55930,55980,56020,54600,55000,55390,-930,-540,8426,48194,968
1805,20171025,56010,56170,56200,54790,55110,55460,-900,-550,5038,43526,218
1806,20171025,56280,56390,56400,54870,55270,55710,-1010,-570,3250,38690,-58
1807,20171025,56410,56600,56600,55060,55450,55830,-960,-580,3006,26956,150
1808,20171025,56660,56460,56490,55280,55580,56000,-1080,-660,356,1732,52
1809,20171025,56710,56840,56840,55420,55690,55940,-1020,-770,824,2084,108
1810,20171025,56990,56830,56910,55510,55870,56180,-1120,-810,458,516,14
小计,20171025,,,,,,,,,622050,732160,-20026
1711,20171026,55040,54910,55320,54800,54870,54980,-170,-60,49926,79560,-3624
1712,20171026,54890,54900,55160,54670,54780,54870,-110,-20,253628,186634,-6878
1801,20171026,54880,54880,55130,54650,54780,54870,-100,-10,90966,129132,618
1802,20171026,55000,55000,55210,54740,54900,54950,-100,-50,33032,92788,2576
1803,20171026,55130,55010,55350,54870,55020,55080,-110,-50,18758,78984,3944
1804,20171026,55390,55260,55520,55070,55180,55250,-210,-140,2890,48942,748
1805,20171026,55460,55410,55660,55240,55360,55440,-100,-20,3022,44138,612
1806,20171026,55710,55530,55800,55370,55520,55540,-190,-170,1692,38782,92
1807,20171026,55830,55690,55900,55560,55650,55720,-180,-110,1548,27058,102
1808,20171026,56000,55770,55960,55720,55740,55810,-260,-190,456,1916,184
1809,20171026,55940,55910,56150,55840,55880,56010,-60,70,236,2086,2
1810,20171026,56180,56060,56280,55930,55950,56030,-230,-150,284,628,112
小计,20171026,,,,,,,,,456438,730648,-1512
1711,20171027,54980,54760,54970,53950,54100,54440,-880,-540,57240,70706,-8854
1712,20171027,54870,54690,54880,53840,53990,54370,-880,-500,272016,183546,-3088
1801,20171027,54870,54700,54880,53850,53970,54340,-900,-530,120542,129300,168
1802,20171027,54950,54800,54980,53940,54050,54380,-900,-570,45174,89800,-2988
1803,20171027,55080,55050,55130,54090,54170,54560,-910,-520,27246,82538,3554
1804,20171027,55250,55150,55290,54290,54350,54640,-900,-610,4386,49252,310
1805,20171027,55440,55340,55440,54460,54600,54810,-840,-630,5006,44386,248
1806,20171027,55540,55560,55590,54570,54700,54940,-840,-600,2262,39268,486
1807,20171027,55720,55660,55680,54800,54900,55090,-820,-630,858,27164,106
1808,20171027,55810,55670,55750,54910,54980,55110,-830,-700,384,2052,136
1809,20171027,56010,55930,55950,55100,55120,55430,-890,-580,298,2054,-32
1810,20171027,56030,55790,56030,55130,55240,55590,-790,-440,388,812,184
小计,20171027,,,,,,,,,535800,720878,-9770
1711,20171030,54440,53800,53890,53370,53690,53630,-750,-810,47876,62756,-7950
1712,20171030,54370,53600,53770,53250,53570,53510,-800,-860,246596,166680,-16866
1801,20171030,54340,53600,53770,53250,53570,53500,-770,-840,115858,136398,7098
1802,20171030,54380,53830,53860,53350,53620,53590,-760,-790,26866,90512,712
1803,20171030,54560,53900,54000,53510,53790,53730,-770,-830,16138,83520,982
1804,20171030,54640,54000,54170,53710,53930,53910,-710,-730,3080,49796,544
1805,20171030,54810,54010,54310,53900,54090,54100,-720,-710,2128,44238,-148
1806,20171030,54940,54300,54490,54040,54270,54230,-670,-710,1302,39374,106
1807,20171030,55090,54550,54610,54240,54490,54420,-600,-670,762,27214,50
1808,20171030,55110,54310,54700,54310,54570,54530,-540,-580,120,2056,4
1809,20171030,55430,55020,55020,54520,54790,54740,-640,-690,182,2042,-12
1810,20171030,55590,54900,55000,54630,54830,54790,-760,-800,272,854,42
小计,20171030,,,,,,,,,461180,705440,-15438
1711,20171031,53630,53690,54260,53470,53880,53730,250,100,41656,56450,-6306
1712,20171031,53510,53650,54170,53350,53820,53690,310,180,183950,161186,-5494
1801,20171031,53500,53620,54160,53330,53780,53720,280,220,100534,135082,-1316
1802,20171031,53590,53720,54220,53420,53850,53770,260,180,21236,89984,-528
1803,20171031,53730,53860,54340,53560,54010,53900,280,170,16942,86786,3266
1804,20171031,53910,54070,54500,53750,54180,54050,270,140,3694,51032,1236
1805,20171031,54100,54090,54680,53910,54380,54250,280,150,1412,44186,-52
1806,20171031,54230,54320,54800,54080,54560,54380,330,150,1432,39748,374
1807,20171031,54420,54350,54940,54280,54690,54540,270,120,458,27218,4
1808,20171031,54530,54620,55050,54400,55050,54600,520,70,264,2066,10
1809,20171031,54740,54760,55200,54560,55200,54790,460,50,198,2056,14
1810,20171031,54790,54870,55300,54770,55080,54920,290,130,304,938,84
小计,20171031,,,,,,,,,372080,696732,-8708
1711,20171101,53730,53600,54920,53520,54500,54430,770,700,30440,53100,-3350
1712,20171101,53690,53560,54950,53430,54460,54210,770,520,260556,153944,-7242
1801,20171101,53720,53500,54940,53420,54450,54230,730,510,171244,138028,2946
1802,20171101,53770,53590,54990,53510,54530,54270,760,500,41486,92136,2152
1803,20171101,53900,53730,55090,53640,54620,54410,720,510,19884,89432,2646
1804,20171101,54050,53900,55250,53820,54860,54640,810,590,3714,51180,148
1805,20171101,54250,54100,55400,54000,55010,54780,760,530,2600,44306,120
1806,20171101,54380,54320,55500,54150,55100,54980,720,600,896,39760,12
1807,20171101,54540,54400,57000,54350,55280,55260,740,720,356,27228,10
1808,20171101,54600,54630,55680,54630,55600,55360,1000,760,46,2060,-6
1809,20171101,54790,54720,55810,54580,55650,55470,860,680,290,2042,-14
1810,20171101,54920,54900,56090,54680,55750,55530,830,610,238,1032,94
小计,20171101,,,,,,,,,531750,694248,-2484
1711,20171102,54430,54440,54440,53900,54060,54160,-370,-270,28150,48940,-4160
1712,20171102,54210,54330,54420,53820,54050,54140,-160,-70,188854,150202,-3742
1801,20171102,54230,54350,54430,53820,54040,54160,-190,-70,136664,134734,-3294
1802,20171102,54270,54390,54500,53890,54090,54200,-180,-70,27478,92616,480
1803,20171102,54410,54560,54610,54010,54240,54320,-170,-90,14572,89172,-260
1804,20171102,54640,54620,54780,54190,54380,54470,-260,-170,4046,51362,182
1805,20171102,54780,54900,54980,54370,54570,54680,-210,-100,2934,44292,-14
1806,20171102,54980,55000,55100,54520,54660,54860,-320,-120,2780,39846,86
1807,20171102,55260,55110,55210,54690,54790,54930,-470,-330,958,27330,102
1808,20171102,55360,55030,55250,54850,54890,54990,-470,-370,404,2084,24
1809,20171102,55470,55450,55530,54960,55090,55190,-380,-280,288,1932,-110
1810,20171102,55530,55610,55610,55090,55120,55330,-410,-200,266,950,-82
小计,20171102,,,,,,,,,407394,683460,-10788
1711,20171103,54160,53860,54740,53860,54320,54390,160,230,24490,45790,-3150
1712,20171103,54140,53880,54750,53850,54310,54380,170,240,190458,151142,940
1801,20171103,54160,53880,54820,53880,54390,54430,230,270,203122,150980,16246
1802,20171103,54200,53970,54900,53960,54420,54500,220,300,55388,99400,6784
1803,20171103,54320,54240,55000,54090,54550,54610,230,290,25606,91772,2600
1804,20171103,54470,54240,55140,54230,54740,54710,270,240,6186,51452,90
1805,20171103,54680,54470,55360,54460,54920,54990,240,310,2102,44238,-54
1806,20171103,54860,54650,55430,54650,55040,55080,180,220,1360,39954,108
1807,20171103,54930,54910,55600,54850,55270,55290,340,360,258,27404,74
1808,20171103,54990,54910,55420,54910,55420,55210,430,220,56,2116,32
1809,20171103,55190,55010,55830,55010,55500,55510,310,320,126,1936,4
1810,20171103,55330,55270,55960,55270,55650,55630,320,300,262,982,32
小计,20171103,,,,,,,,,509414,707166,23706
1711,20171106,54390,54220,54670,53850,54530,54300,140,-90,22320,39520,-6270
1712,20171106,54380,54370,54690,53810,54580,54220,200,-160,145766,149110,-2032
1801,20171106,54430,54400,54780,53830,54670,54290,240,-140,232864,159914,8934
1802,20171106,54500,54430,54880,53910,54780,54410,280,-90,44714,103928,4528
1803,20171106,54610,54550,55010,54020,54950,54590,340,-20,25534,96234,4462
1804,20171106,54710,54710,55180,54200,55110,54860,400,150,5562,52330,878
1805,20171106,54990,54810,55360,54380,55360,54920,370,-70,1932,44182,-56
1806,20171106,55080,54850,55460,54550,55400,55050,320,-30,1364,40066,112
1807,20171106,55290,55080,55610,54700,55570,55140,280,-150,228,27458,54
1808,20171106,55210,55350,55710,54750,55680,55280,470,70,72,2154,38
1809,20171106,55510,55360,55860,55010,55860,55480,350,-30,106,1934,-2
1810,20171106,55630,55460,55970,55220,55920,55550,290,-80,110,1000,18
小计,20171106,,,,,,,,,480572,717830,10664
1711,20171107,54300,54500,54870,54300,54460,54470,160,170,24900,32960,-6560
1712,20171107,54220,54550,54930,54310,54500,54570,280,350,89018,146340,-2770
1801,20171107,54290,54610,55060,54390,54600,54670,310,380,182902,163296,3382
1802,20171107,54410,54700,55120,54500,54700,54780,290,370,39258,105504,1576
1803,20171107,54590,54930,55270,54620,54820,54910,230,320,14800,97810,1576
1804,20171107,54860,55050,55450,54800,54990,55060,130,200,5662,53480,1150
1805,20171107,54920,55280,55580,54990,55090,55210,170,290,1632,44468,286
1806,20171107,55050,55350,55690,55150,55300,55390,250,340,1176,40150,84
1807,20171107,55140,55700,55730,55320,55500,55560,360,420,110,27452,-6
1808,20171107,55280,55820,55820,55340,55550,55570,270,290,30,2152,-2
1809,20171107,55480,55860,55990,55630,55750,55770,270,290,72,1952,18
1810,20171107,55550,55890,56270,55700,55820,55880,270,330,138,1060,60
小计,20171107,,,,,,,,,359698,716624,-1206
1711,20171108,54470,54220,54250,53370,53390,53650,-1080,-820,32560,27580,-5380
1712,20171108,54570,54240,54320,53350,53380,53720,-1190,-850,118876,140924,-5416
1801,20171108,54670,54300,54420,53370,53420,53770,-1250,-900,305714,169932,6636
1802,20171108,54780,54400,54510,53470,53500,53820,-1280,-960,68260,107044,1540
1803,20171108,54910,54600,54650,53610,53690,53960,-1220,-950,22164,97434,-376
1804,20171108,55060,54710,54820,53780,53850,54110,-1210,-950,5662,53328,-152
1805,20171108,55210,54900,54960,53950,54010,54250,-1200,-960,4036,45110,642
1806,20171108,55390,55000,55140,54130,54160,54320,-1230,-1070,2774,39832,-318
1807,20171108,55560,55200,55200,54300,54360,54530,-1200,-1030,372,27444,-8
1808,20171108,55570,55300,55300,54450,54500,54670,-1070,-900,72,2180,28
1809,20171108,55770,55480,55480,54620,54640,54920,-1130,-850,310,1940,-12
1810,20171108,55880,55400,55480,54800,54810,55080,-1070,-800,264,1046,-14
小计,20171108,,,,,,,,,561064,713794,-2830
1711,20171109,53650,53390,53830,53080,53190,53450,-460,-200,24590,21850,-5730
1712,20171109,53720,53610,53890,53060,53190,53510,-530,-210,92674,137746,-3178
1801,20171109,53770,53620,53990,53060,53230,53540,-540,-230,275702,170550,618
1802,20171109,53820,53760,54030,53170,53330,53570,-490,-250,46996,104910,-2134
1803,20171109,53960,53900,54180,53310,53430,53790,-530,-170,18190,97962,528
1804,20171109,54110,54060,54340,53490,53590,54050,-520,-60,6276,53560,232
1805,20171109,54250,54190,54480,53670,53830,53980,-420,-270,2352,45200,90
1806,20171109,54320,54440,54660,53850,53950,54230,-370,-90,1552,39716,-116
1807,20171109,54530,54580,54770,54030,54130,54360,-400,-170,364,27390,-54
1808,20171109,54670,54710,54930,54270,54280,54660,-390,-10,138,2150,-30
1809,20171109,54920,54820,55110,54400,54480,54760,-440,-160,206,1948,8
1810,20171109,55080,54900,55250,54500,54580,54780,-500,-300,160,1056,10
小计,20171109,,,,,,,,,469200,704038,-9756
1711,20171110,53450,53230,53650,53130,53590,53450,140,0,19530,16410,-5440
1712,20171110,53510,53200,53730,53130,53560,53460,50,-50,66408,134638,-3108
1801,20171110,53540,53230,53780,53160,53580,53480,40,-60,197726,170070,-480
1802,20171110,53570,53350,53870,53250,53650,53570,80,0,31410,105176,266
1803,20171110,53790,53470,54010,53380,53780,53730,-10,-60,12874,99418,1456
1804,20171110,54050,53690,54180,53580,53980,53940,-70,-110,2472,53738,178
1805,20171110,53980,53580,54340,53580,54120,54070,140,90,1298,45244,44
1806,20171110,54230,53920,54540,53590,54340,54340,110,110,1790,39946,230
1807,20171110,54360,54230,54660,54200,54460,54530,100,170,230,27466,76
1808,20171110,54660,54400,54760,54400,54760,54680,100,20,92,2160,10
1809,20171110,54760,54510,55000,54500,54950,54730,190,-30,178,1998,50
1810,20171110,54780,54640,55130,54560,54910,54820,130,40,190,1112,56
小计,20171110,,,,,,,,,334198,697376,-6662
1711,20171113,53450,53520,53550,53350,53540,53450,90,0,15600,11720,-4690
1712,20171113,53460,53620,53670,53310,53590,53500,130,40,68716,135106,468
1801,20171113,53480,53600,53720,53320,53650,53530,170,50,162226,172618,2548
1802,20171113,53570,53640,53760,53400,53710,53610,140,40,22272,105076,-100
1803,20171113,53730,53780,53900,53500,53860,53760,130,30,9092,99418,0
1804,20171113,53940,54050,54050,53730,54010,53940,70,0,2590,53940,202
1805,20171113,54070,54150,54250,53880,54200,54140,130,70,1854,45440,196
1806,20171113,54340,54340,54470,54110,54450,54340,110,0,886,40052,106
1807,20171113,54530,54460,54650,54300,54590,54540,60,10,532,27482,16
1808,20171113,54680,54530,54820,54450,54780,54740,100,60,756,2572,412
1809,20171113,54730,54750,55170,54660,55020,55050,290,320,710,2548,550
1810,20171113,54820,54850,55320,54680,55190,55180,370,360,670,1448,336
小计,20171113,,,,,,,,,285904,697420,44
1711,20171114,53450,53520,54290,53200,53780,53870,330,420,12230,6670,-5050
1712,20171114,53500,53420,54450,53200,53970,53990,470,490,87294,132388,-2718
1801,20171114,53530,53480,54570,53230,54030,54060,500,530,358232,172700,82
1802,20171114,53610,53580,54730,53310,54140,54270,530,660,91736,114112,9036
1803,20171114,53760,53680,54900,53440,54310,54580,550,820,84334,110268,10850
1804,20171114,53940,53870,55170,53660,54490,54700,550,760,25498,59798,5858
1805,20171114,54140,54100,55500,53820,54660,54980,520,840,16556,45626,186
1806,20171114,54340,53990,55730,53990,54860,55240,520,900,19294,41334,1282
1807,20171114,54540,54380,56020,54210,55050,55630,510,1090,19696,28606,1124
1808,20171114,54740,54580,56400,54580,55230,55950,490,1210,40794,23386,20814
1809,20171114,55050,54780,56860,54650,55470,56240,420,1190,33298,19250,16702
1810,20171114,55180,55000,57330,54850,55680,56460,500,1280,28752,17156,15708
小计,20171114,,,,,,,,,817714,771294,73874
1711,20171115,53870,53700,53820,52560,52620,52820,-1250,-1050,4960,6100,-570
1712,20171115,53990,53920,54020,52620,52830,53030,-1160,-960,100100,132296,-92
1801,20171115,54060,53980,54110,52630,52850,53190,-1210,-870,409694,171708,-992
1802,20171115,54270,54080,54220,52700,52880,53260,-1390,-1010,105670,114068,-44
1803,20171115,54580,54360,54370,52830,53050,53340,-1530,-1240,59152,107682,-2586
1804,20171115,54700,54400,54560,53020,53200,53520,-1500,-1180,10478,60922,1124
1805,20171115,54980,54620,54700,53260,53340,53760,-1640,-1220,4838,45518,-108
1806,20171115,55240,54810,54920,53440,53590,53970,-1650,-1270,3120,41156,-178
1807,20171115,55630,55070,55070,53640,53780,54140,-1850,-1490,632,28566,-40
1808,20171115,55950,54760,55320,53870,53950,54330,-2000,-1620,956,23412,26
1809,20171115,56240,55540,55540,54000,54180,54590,-2060,-1650,1128,19236,-14
1810,20171115,56460,55690,55780,54200,54440,54860,-2020,-1600,1774,17282,126
小计,20171115,,,,,,,,,702502,767946,-3348
1712,20171116,53030,53000,53050,52530,52790,52890,-240,-140,61364,126778,-5518
1801,20171116,53190,53000,53110,52540,52810,52880,-380,-310,212728,172834,1126
1802,20171116,53260,53020,53190,52620,52920,52980,-340,-280,50984,115958,1890
1803,20171116,53340,53220,53320,52750,53060,53110,-280,-230,15166,109048,1366
1804,20171116,53520,53390,53500,52940,53250,53310,-270,-210,9176,62762,1840
1805,20171116,53760,53520,53690,53130,53430,53500,-330,-260,4478,46268,750
1806,20171116,53970,53710,53880,53380,53620,53690,-350,-280,2498,40416,-740
1807,20171116,54140,53900,54210,53580,53780,53930,-360,-210,2036,27684,-882
1808,20171116,54330,54100,54350,53790,53970,54120,-360,-210,3186,23536,124
1809,20171116,54590,54270,54510,53970,54210,54340,-380,-250,1448,19276,40
1810,20171116,54860,54510,54650,54180,54390,54520,-470,-340,830,17260,-22
1811,20171116,54860,54460,54750,54460,54680,54630,-180,-230,6,6,6
小计,20171116,,,,,,,,,363900,761826,-20
1712,20171117,52890,53020,53180,52660,52920,52890,30,0,60144,120944,-5834
1801,20171117,52880,53060,53220,52660,52910,52930,30,50,212498,178982,6148
1802,20171117,52980,53120,53310,52770,53030,53020,50,40,44428,119632,3674
1803,20171117,53110,53160,53450,52920,53160,53160,50,50,17224,110990,1942
1804,20171117,53310,53480,53600,53120,53350,53360,40,50,4482,63418,656
1805,20171117,53500,53680,53800,53250,53600,53520,100,20,2112,46470,202
1806,20171117,53690,53870,54000,53470,53740,53750,50,60,1334,40644,228
1807,20171117,53930,54000,54110,53730,53970,53920,40,-10,266,27588,-96
1808,20171117,54120,54160,54250,53880,54120,54100,0,-20,458,23516,-20
1809,20171117,54340,54340,54520,54080,54300,54290,-40,-50,610,19302,26
1810,20171117,54520,54640,54770,54280,54500,54510,-20,-10,1226,17566,306
1811,20171117,54630,54830,54830,54620,54800,54760,170,130,14,10,4
小计,20171117,,,,,,,,,344796,769062,7236
1712,20171120,52890,52990,53430,52600,52920,52950,30,60,52468,116166,-4778
1801,20171120,52930,52850,53480,52620,52950,52980,20,50,193784,178796,-186
1802,20171120,53020,53000,53550,52710,53080,53070,60,50,37656,121780,2148
1803,20171120,53160,53180,53680,52850,53220,53210,60,50,14522,111838,848
1804,20171120,53360,53310,53840,53050,53400,53410,40,50,5704,63946,528
1805,20171120,53520,53460,54050,53240,53570,53630,50,110,1922,46624,154
1806,20171120,53750,53600,54200,53440,53770,53780,20,30,1088,40550,-94
1807,20171120,53920,53760,54330,53710,53990,53970,70,50,422,27614,26
1808,20171120,54100,53940,54640,53880,54150,54260,50,160,404,23464,-52
1809,20171120,54290,54120,54830,54060,54350,54440,60,150,606,19300,-2
1810,20171120,54510,54350,54900,54240,54530,54590,20,80,960,17462,-104
1811,20171120,54760,54720,54720,54700,54700,54710,-60,-50,4,12,2
小计,20171120,,,,,,,,,309540,767552,-1510
1712,20171121,52950,52990,53550,52860,53370,53270,420,320,58098,111886,-4280
1801,20171121,52980,53040,53700,52910,53430,53280,450,300,224184,174780,-4016
1802,20171121,53070,53100,53780,53010,53530,53390,460,320,46512,126494,4714
1803,20171121,53210,53290,53880,53160,53680,53540,470,330,16370,113160,1322
1804,20171121,53410,53430,54070,53340,53860,53750,450,340,5024,64246,300
1805,20171121,53630,53670,54280,53550,54050,53920,420,290,1830,46716,92
1806,20171121,53780,53970,54450,53750,54260,54120,480,340,742,40486,-64
1807,20171121,53970,54100,54630,53980,54420,54290,450,320,112,27584,-30
1808,20171121,54260,54320,54820,54180,54590,54480,330,220,180,23442,-22
1809,20171121,54440,54470,54990,54350,54780,54660,340,220,500,19306,6
1810,20171121,54590,54630,55140,54520,54940,54790,350,200,1162,17518,56
1811,20171121,54710,54810,55200,54810,55130,55040,420,330,56,56,44
小计,20171121,,,,,,,,,354770,765674,-1878
1712,20171122,53270,53460,54150,53460,54000,53910,730,640,67962,102782,-9104
1801,20171122,53280,53600,54260,53530,54110,53970,830,690,241988,177316,2536
1802,20171122,53390,53680,54370,53660,54250,54100,860,710,60480,132730,6236
1803,20171122,53540,53850,54490,53810,54380,54240,840,700,32200,116394,3234
1804,20171122,53750,54020,54690,53990,54590,54410,840,660,8506,65130,884
1805,20171122,53920,54150,54870,54150,54730,54630,810,710,2966,47082,366
1806,20171122,54120,54390,55080,54390,54930,54860,810,740,1464,40766,280
1807,20171122,54290,54880,55270,54780,55100,55050,810,760,406,27502,-82
1808,20171122,54480,54960,55420,54960,55260,55260,780,780,752,23498,56
1809,20171122,54660,54980,55590,54980,55470,55350,810,690,696,19304,-2
1810,20171122,54790,55170,55850,55170,55700,55610,910,820,910,17478,-40
1811,20171122,55040,55450,55970,55450,55950,55670,910,630,22,72,16
小计,20171122,,,,,,,,,418352,770054,4380
1712,20171123,53910,53880,54180,53750,53780,53910,-130,0,52490,96256,-6526
1801,20171123,53970,53970,54290,53800,53850,54050,-120,80,171736,170162,-7154
1802,20171123,54100,54090,54420,53910,53960,54160,-140,60,56958,139072,6342
1803,20171123,54240,54200,54530,54070,54100,54300,-140,60,20728,118894,2500
1804,20171123,54410,54390,54710,54230,54250,54470,-160,60,7504,66956,1826
1805,20171123,54630,54550,54900,54410,54470,54610,-160,-20,6044,50372,3290
1806,20171123,54860,54820,55090,54600,54620,54820,-240,-40,1026,40806,40
1807,20171123,55050,54950,55220,54820,54820,55080,-230,30,102,27502,0
1808,20171123,55260,55190,55450,54970,54990,55220,-270,-40,656,23552,54
1809,20171123,55350,55310,55620,55230,55230,55450,-120,100,290,19294,-10
1810,20171123,55610,55670,55820,55410,55410,55680,-200,70,978,17578,100
1811,20171123,55670,56170,56170,55650,55650,55850,-20,180,44,102,30
小计,20171123,,,,,,,,,318556,770546,492
1712,20171124,53910,53740,54330,53740,54240,54100,330,190,42976,92246,-4010
1801,20171124,54050,53840,54430,53800,54340,54150,290,100,168346,169830,-332
1802,20171124,54160,53960,54550,53920,54460,54290,300,130,52080,142414,3342
